Date,Open,High,Low,Close,Adj Close,Volume
06/08/2021,103.480003,104.160004,102.529999,102.620003,102.620003,413200
09/08/2021,102.639999,102.75,102.07,102.629997,102.629997,386900
10/08/2021,101.199997,101.5,100.279999,100.879997,100.879997,511200
11/08/2021,101.089996,101.870003,100.800003,101.760002,101.760002,452100
12/08/2021,100.199997,100.489998,98.760002,100.199997,100.199997,590400
13/08/2021,101.07,102.220001,100.629997,101.940002,101.940002,492400
16/08/2021,99.980003,100.919998,99.410004,100.25,100.25,788800
17/08/2021,98.690002,99.260002,98.040001,98.480003,98.480003,775500
18/08/2021,99.169998,99.370003,98.300003,98.309998,98.309998,361700
19/08/2021,96.480003,96.989998,95.620003,96.610001,96.610001,541400
20/08/2021,96.800003,97.839996,96.800003,97.639999,97.639999,419000
23/08/2021,99.900002,101.459999,99.620003,101.32,101.32,542700
24/08/2021,103,104.540001,102.529999,104.110001,104.110001,633600
25/08/2021,104.199997,105.400002,104.120003,105.349998,105.349998,408300
26/08/2021,103.120003,103.120003,101.470001,101.650002,101.650002,584500
27/08/2021,102.610001,103.519997,102.199997,103.25,103.25,403100
30/08/2021,102.75,102.800003,102.349998,102.459999,102.459999,392200
31/08/2021,102.959999,103.889999,102.760002,103.459999,103.459999,381300
01/09/2021,104,105.309998,103.839996,104.779999,104.779999,550000
02/09/2021,105.07,105.959999,105.07,105.419998,105.419998,351400
03/09/2021,107.470001,108.290001,106.660004,108.25,108.25,695900
07/09/2021,108.25,108.809998,107.599998,108.360001,108.360001,509900
08/09/2021,108.279999,108.559998,107.019997,107.839996,107.839996,399200
09/09/2021,109.419998,110.919998,109.400002,109.949997,109.949997,655100
10/09/2021,110.82,111.839996,110.260002,110.32,110.32,507200
13/09/2021,111.730003,111.730003,110.099998,111.110001,111.110001,516900
14/09/2021,111.629997,111.879997,110.839996,111.279999,111.279999,539300
15/09/2021,110.940002,111.779999,110.389999,111.690002,111.690002,438600
16/09/2021,111.690002,112.360001,111.059998,112.290001,112.290001,407500
17/09/2021,111.300003,111.720001,110.309998,110.699997,110.699997,387700
20/09/2021,108.900002,109.379997,107.440002,108.559998,108.559998,717700
21/09/2021,112.5,112.910004,111.650002,112.410004,112.410004,962400
22/09/2021,113.32,115.199997,113.099998,114.610001,114.610001,832400
23/09/2021,115.089996,115.910004,115,115.5,115.5,554200
24/09/2021,116.870003,117.870003,116.230003,117.610001,117.610001,863700
27/09/2021,117.080002,117.529999,115.959999,116.269997,116.269997,631100
28/09/2021,115.010002,115.419998,112.989998,113.489998,113.489998,903300
29/09/2021,112.790001,113.150002,111.220001,111.480003,111.480003,673000
30/09/2021,111.5,112,110.139999,110.580002,110.580002,490200
01/10/2021,109.970001,110.290001,108.470001,109.510002,109.510002,610600
04/10/2021,108.110001,108.339996,106.300003,106.970001,106.970001,887300
05/10/2021,106.870003,107.559998,106.349998,106.709999,106.709999,513100
06/10/2021,105,105.849998,104.089996,105.559998,105.559998,709800
07/10/2021,106.110001,106.809998,105.5,106.080002,106.080002,516200
08/10/2021,107.5,108.5,106.889999,107.489998,107.489998,651900
11/10/2021,108.900002,111,108.900002,109.150002,109.150002,767600
12/10/2021,109,109.32,108.300003,108.949997,108.949997,555000
13/10/2021,109.449997,109.959999,109.25,109.5,109.5,374700
14/10/2021,110.639999,111.75,110.639999,111.629997,111.629997,549300
15/10/2021,112.5,112.959999,112.129997,112.5,112.5,576400
18/10/2021,110.730003,112.18,110.5,112.150002,112.150002,659100
19/10/2021,112.190002,112.650002,111.779999,112.489998,112.489998,551800
20/10/2021,112.690002,113.400002,112.360001,112.459999,112.459999,369100
21/10/2021,111.190002,112.360001,111.029999,112.269997,112.269997,666300
22/10/2021,112.309998,113.040001,111.650002,112.970001,112.970001,465600
25/10/2021,114.529999,115.980003,114.169998,115.300003,115.300003,719100
26/10/2021,117,117.220001,116.029999,116.529999,116.529999,633200
27/10/2021,114.879997,115.400002,113.139999,113.230003,113.230003,586900
28/10/2021,115.57,118.93,115.470001,118.290001,118.290001,864500
29/10/2021,115.879997,116.190002,114.75,115.790001,115.790001,765500
01/11/2021,120,121.400002,120,121.239998,121.239998,1130100
02/11/2021,122,123.400002,121.370003,123.32,123.32,803100
03/11/2021,123,123.260002,122,123.139999,123.139999,452500
04/11/2021,122.910004,123.239998,121.989998,122.650002,122.650002,591000
05/11/2021,123.989998,124.050003,122.75,123.220001,123.220001,601000
08/11/2021,124.629997,124.629997,123.339996,123.349998,123.349998,422700
09/11/2021,123.769997,123.769997,121.720001,122.470001,122.470001,524700
10/11/2021,121.839996,122.860001,121.220001,121.449997,121.449997,799500
11/11/2021,122.080002,122.089996,120.82,121,121,424400
12/11/2021,122.269997,123.190002,121.889999,122.900002,122.900002,458700
15/11/2021,123.5,123.949997,122.769997,122.949997,122.949997,309200
16/11/2021,124.400002,125.43,124.209999,125.080002,125.080002,513400
