Date,Open,High,Low,Close,Adj Close,Volume
11/06/2021,98.980003,99.720001,98.599998,99.599998,99.599998,601900
14/06/2021,98.879997,99.870003,98.809998,99.43,99.43,486400
15/06/2021,99.989998,99.989998,98.690002,99.050003,99.050003,593900
16/06/2021,97.82,97.910004,96.5,96.839996,96.839996,591500
17/06/2021,94.760002,96.18,94.599998,96.099998,96.099998,734200
18/06/2021,95,95.379997,94.419998,94.769997,94.769997,663100
21/06/2021,96.019997,97.040001,96,96.910004,96.910004,1062800
22/06/2021,97.650002,98.230003,97.5,97.699997,97.699997,717300
23/06/2021,96.5,96.629997,96.040001,96.139999,96.139999,522000
24/06/2021,96.68,97.150002,96.599998,96.769997,96.769997,379000
25/06/2021,97.75,98.519997,97.559998,98.25,98.25,523500
28/06/2021,98.440002,98.75,98.029999,98.470001,98.470001,821600
29/06/2021,99.5,100.199997,99.25,99.879997,99.879997,597700
30/06/2021,97.919998,98.129997,96.900002,97.220001,97.220001,782100
01/07/2021,97.910004,98.599998,97.559998,98.25,98.25,499900
02/07/2021,101.220001,101.739998,100.599998,101.650002,101.650002,735400
06/07/2021,101.760002,102.160004,99.989998,101.080002,101.080002,633000
07/07/2021,100.870003,101.470001,100.019997,100.739998,100.739998,529800
08/07/2021,98.839996,99.599998,98.050003,99.339996,99.339996,689600
09/07/2021,100.550003,102.360001,100.290001,102.040001,102.040001,874700
12/07/2021,104.089996,104.709999,103.449997,104.300003,104.300003,1015500
13/07/2021,104.199997,104.510002,103.610001,104.279999,104.279999,609300
14/07/2021,104.980003,105.290001,104.330002,104.57,104.57,642100
15/07/2021,103.910004,103.910004,102.400002,102.870003,102.870003,438600
16/07/2021,102.220001,102.580002,101.360001,101.5,101.5,583800
19/07/2021,98.730003,99.129997,97.760002,98.449997,98.449997,712400
20/07/2021,98.32,99.489998,97.879997,99.080002,99.080002,554000
21/07/2021,99.709999,100.830002,99.449997,100.459999,100.459999,419500
22/07/2021,100.599998,100.709999,99.5,99.529999,99.529999,348900
23/07/2021,100.080002,100.860001,99.739998,100.660004,100.660004,485700
26/07/2021,100.25,100.370003,98.809998,99.290001,99.290001,523900
27/07/2021,99.93,99.949997,98.699997,99.629997,99.629997,752600
28/07/2021,101.400002,103.360001,101.330002,103.129997,103.129997,860900
29/07/2021,104.5,106.120003,104.080002,105.860001,105.860001,817300
30/07/2021,104,104.730003,103.620003,104.300003,104.300003,628200
02/08/2021,104.779999,105.349998,104.279999,104.400002,104.400002,407400
03/08/2021,104.589996,104.900002,102.660004,103.68,103.68,733200
04/08/2021,102.540001,103.839996,101.75,102.260002,102.260002,619700
05/08/2021,103.970001,103.989998,102.110001,102.839996,102.839996,420300
